#x		Q [GeV]		F2[HOPPET]	F2[APFEL]
9.500000e-01	5.000000e+00	1.477904e-04	1.477903e-04	1.689272e-04	1.689271e-04	1.352270e-04	1.352270e-04	2.131075e-04	2.131075e-04	1.101611e-04	1.101610e-04	
9.426686e-01	5.000000e+00	2.247076e-04	2.247076e-04	2.558513e-04	2.558512e-04	2.061963e-04	2.061963e-04	3.168759e-04	3.168759e-04	1.704779e-04	1.704779e-04	
9.343364e-01	5.000000e+00	3.401336e-04	3.401335e-04	3.857118e-04	3.857118e-04	3.130426e-04	3.130426e-04	4.692659e-04	4.692659e-04	2.625776e-04	2.625776e-04	
9.248898e-01	5.000000e+00	5.122738e-04	5.122738e-04	5.784753e-04	5.784753e-04	4.729248e-04	4.729247e-04	6.917787e-04	6.917788e-04	4.022964e-04	4.022964e-04	
9.142090e-01	5.000000e+00	7.672032e-04	7.672032e-04	8.625543e-04	8.625543e-04	7.105281e-04	7.105281e-04	1.014583e-03	1.014583e-03	6.127108e-04	6.127107e-04	
9.021700e-01	5.000000e+00	1.141777e-03	1.141777e-03	1.277833e-03	1.277833e-03	1.060908e-03	1.060908e-03	1.479472e-03	1.479472e-03	9.269991e-04	9.269991e-04	
8.886473e-01	5.000000e+00	1.687307e-03	1.687308e-03	1.879431e-03	1.879431e-03	1.573112e-03	1.573113e-03	2.143510e-03	2.143510e-03	1.392138e-03	1.392138e-03	
8.735175e-01	5.000000e+00	2.474002e-03	2.474003e-03	2.742174e-03	2.742174e-03	2.314606e-03	2.314606e-03	3.083302e-03	3.083302e-03	2.073483e-03	2.073483e-03	
8.566636e-01	5.000000e+00	3.596030e-03	3.596030e-03	3.965569e-03	3.965570e-03	3.376382e-03	3.376382e-03	4.399714e-03	4.399714e-03	3.060145e-03	3.060145e-03	
8.379804e-01	5.000000e+00	5.176825e-03	5.176825e-03	5.678844e-03	5.678844e-03	4.878433e-03	4.878433e-03	6.222601e-03	6.222601e-03	4.470847e-03	4.470847e-03	
8.173810e-01	5.000000e+00	7.373933e-03	7.373934e-03	8.045263e-03	8.045264e-03	6.974906e-03	6.974907e-03	8.714824e-03	8.714824e-03	6.459598e-03	6.459599e-03	
7.948040e-01	5.000000e+00	1.038230e-02	1.038230e-02	1.126457e-02	1.126457e-02	9.857899e-03	9.857900e-03	1.207447e-02	1.207447e-02	9.220086e-03	9.220086e-03	
7.702205e-01	5.000000e+00	1.443451e-02	1.443451e-02	1.557199e-02	1.557199e-02	1.375840e-02	1.375840e-02	1.653384e-02	1.653384e-02	1.298721e-02	1.298721e-02	
7.436416e-01	5.000000e+00	1.979611e-02	1.979611e-02	2.123211e-02	2.123211e-02	1.894258e-02	1.894258e-02	2.235368e-02	2.235369e-02	1.803380e-02	1.803380e-02	
7.151255e-01	5.000000e+00	2.675446e-02	2.675446e-02	2.852594e-02	2.852594e-02	2.570152e-02	2.570152e-02	2.981101e-02	2.981102e-02	2.466047e-02	2.466048e-02	
6.847819e-01	5.000000e+00	3.559955e-02	3.559955e-02	3.773026e-02	3.773026e-02	3.433309e-02	3.433309e-02	3.917973e-02	3.917974e-02	3.317704e-02	3.317704e-02	
6.527756e-01	5.000000e+00	4.659703e-02	4.659704e-02	4.908962e-02	4.908962e-02	4.511548e-02	4.511549e-02	5.070421e-02	5.070422e-02	4.387489e-02	4.387489e-02	
6.193261e-01	5.000000e+00	5.995501e-02	5.995501e-02	6.278311e-02	6.278311e-02	5.827403e-02	5.827404e-02	6.456769e-02	6.456770e-02	5.699199e-02	5.699199e-02	
5.847042e-01	5.000000e+00	7.578845e-02	7.578844e-02	7.889019e-02	7.889020e-02	7.394482e-02	7.394481e-02	8.085938e-02	8.085936e-02	7.267414e-02	7.267414e-02	
5.492254e-01	5.000000e+00	9.408710e-02	9.408712e-02	9.736159e-02	9.736161e-02	9.214081e-02	9.214082e-02	9.954560e-02	9.954558e-02	9.093875e-02	9.093879e-02	
5.132389e-01	5.000000e+00	1.146936e-01	1.146936e-01	1.180017e-01	1.180017e-01	1.127273e-01	1.127273e-01	1.204511e-01	1.204511e-01	1.116484e-01	1.116484e-01	
4.771146e-01	5.000000e+00	1.372974e-01	1.372974e-01	1.404677e-01	1.404677e-01	1.354131e-01	1.354131e-01	1.432560e-01	1.432559e-01	1.345013e-01	1.345013e-01	
4.412282e-01	5.000000e+00	1.614493e-01	1.614493e-01	1.642889e-01	1.642888e-01	1.597615e-01	1.597615e-01	1.675109e-01	1.675108e-01	1.590432e-01	1.590432e-01	
4.059454e-01	5.000000e+00	1.865944e-01	1.865944e-01	1.889033e-01	1.889033e-01	1.852220e-01	1.852220e-01	1.926703e-01	1.926702e-01	1.847004e-01	1.847004e-01	
3.716077e-01	5.000000e+00	2.121207e-01	2.121207e-01	2.137083e-01	2.137083e-01	2.111771e-01	2.111771e-01	2.181390e-01	2.181390e-01	2.108315e-01	2.108315e-01	
3.385193e-01	5.000000e+00	2.374154e-01	2.374154e-01	2.381154e-01	2.381154e-01	2.369994e-01	2.369994e-01	2.433254e-01	2.433254e-01	2.367863e-01	2.367863e-01	
3.069381e-01	5.000000e+00	2.619189e-01	2.619189e-01	2.616018e-01	2.616018e-01	2.621074e-01	2.621074e-01	2.676918e-01	2.676918e-01	2.619661e-01	2.619661e-01	
2.770691e-01	5.000000e+00	2.851696e-01	2.851696e-01	2.837503e-01	2.837503e-01	2.860131e-01	2.860131e-01	2.907965e-01	2.907965e-01	2.858725e-01	2.858725e-01	
2.490622e-01	5.000000e+00	3.068333e-01	3.068333e-01	3.042740e-01	3.042740e-01	3.083545e-01	3.083545e-01	3.123202e-01	3.123202e-01	3.081411e-01	3.081411e-01	
2.230130e-01	5.000000e+00	3.267160e-01	3.267160e-01	3.230236e-01	3.230236e-01	3.289108e-01	3.289108e-01	3.320773e-01	3.320773e-01	3.285555e-01	3.285555e-01	
1.989663e-01	5.000000e+00	3.447601e-01	3.447601e-01	3.399800e-01	3.399801e-01	3.476012e-01	3.476012e-01	3.500112e-01	3.500113e-01	3.470454e-01	3.470454e-01	
1.769222e-01	5.000000e+00	3.610283e-01	3.610283e-01	3.552369e-01	3.552369e-01	3.644706e-01	3.644706e-01	3.661792e-01	3.661792e-01	3.636691e-01	3.636691e-01	
1.568421e-01	5.000000e+00	3.756806e-01	3.756806e-01	3.689751e-01	3.689751e-01	3.796662e-01	3.796662e-01	3.807287e-01	3.807287e-01	3.785893e-01	3.785893e-01	
1.386572e-01	5.000000e+00	3.889469e-01	3.889470e-01	3.814368e-01	3.814368e-01	3.934108e-01	3.934109e-01	3.938720e-01	3.938721e-01	3.920438e-01	3.920438e-01	
1.222749e-01	5.000000e+00	4.011012e-01	4.011012e-01	3.929000e-01	3.929001e-01	4.059758e-01	4.059758e-01	4.058608e-01	4.058609e-01	4.043179e-01	4.043179e-01	
1.075864e-01	5.000000e+00	4.124376e-01	4.124376e-01	4.036569e-01	4.036570e-01	4.176567e-01	4.176567e-01	4.169638e-01	4.169638e-01	4.157193e-01	4.157193e-01	
9.447252e-02	5.000000e+00	4.232522e-01	4.232523e-01	4.139966e-01	4.139967e-01	4.287536e-01	4.287536e-01	4.274489e-01	4.274489e-01	4.265582e-01	4.265582e-01	
8.280876e-02	5.000000e+00	4.338289e-01	4.338290e-01	4.241931e-01	4.241931e-01	4.395563e-01	4.395564e-01	4.375702e-01	4.375703e-01	4.371327e-01	4.371328e-01	
7.246978e-02	5.000000e+00	4.444300e-01	4.444301e-01	4.344969e-01	4.344969e-01	4.503341e-01	4.503341e-01	4.475596e-01	4.475596e-01	4.477191e-01	4.477191e-01	
6.333253e-02	5.000000e+00	4.552911e-01	4.552911e-01	4.451316e-01	4.451316e-01	4.613297e-01	4.613297e-01	4.576214e-01	4.576215e-01	4.585661e-01	4.585661e-01	
5.527867e-02	5.000000e+00	4.666185e-01	4.666186e-01	4.562917e-01	4.562917e-01	4.727566e-01	4.727567e-01	4.679312e-01	4.679313e-01	4.698927e-01	4.698928e-01	
4.819631e-02	5.000000e+00	4.785900e-01	4.785901e-01	4.681438e-01	4.681438e-01	4.847991e-01	4.847992e-01	4.786358e-01	4.786358e-01	4.818888e-01	4.818888e-01	
4.198102e-02	5.000000e+00	4.913559e-01	4.913560e-01	4.808283e-01	4.808284e-01	4.976133e-01	4.976134e-01	4.898552e-01	4.898553e-01	4.947161e-01	4.947162e-01	
3.653648e-02	5.000000e+00	5.050418e-01	5.050419e-01	4.944626e-01	4.944627e-01	5.113299e-01	5.113300e-01	5.016855e-01	5.016856e-01	5.085117e-01	5.085118e-01	
3.177462e-02	5.000000e+00	5.197517e-01	5.197518e-01	5.091433e-01	5.091434e-01	5.260572e-01	5.260573e-01	5.142019e-01	5.142019e-01	5.233909e-01	5.233910e-01	
