#x		Q [GeV]		F2[HOPPET]	F2[APFEL]
9.500000e-01	5.000000e+00	8.209714e-05	8.209717e-05	8.209714e-05	8.209717e-05	8.209714e-05	8.209717e-05	1.489993e-04	1.489993e-04	5.008399e-05	5.008405e-05	
9.426686e-01	5.000000e+00	1.284018e-04	1.284018e-04	1.284018e-04	1.284018e-04	1.284018e-04	1.284018e-04	2.282917e-04	2.282917e-04	7.966832e-05	7.966836e-05	
9.343364e-01	5.000000e+00	1.999681e-04	1.999681e-04	1.999681e-04	1.999681e-04	1.999681e-04	1.999681e-04	3.483120e-04	3.483120e-04	1.261819e-04	1.261820e-04	
9.248898e-01	5.000000e+00	3.099167e-04	3.099167e-04	3.099167e-04	3.099167e-04	3.099167e-04	3.099167e-04	5.288964e-04	5.288964e-04	1.988743e-04	1.988743e-04	
9.142090e-01	5.000000e+00	4.776870e-04	4.776870e-04	4.776870e-04	4.776870e-04	4.776870e-04	4.776870e-04	7.987675e-04	7.987675e-04	3.117067e-04	3.117067e-04	
9.021700e-01	5.000000e+00	7.317222e-04	7.317222e-04	7.317222e-04	7.317222e-04	7.317222e-04	7.317222e-04	1.198981e-03	1.198981e-03	4.854965e-04	4.854965e-04	
8.886473e-01	5.000000e+00	1.113046e-03	1.113046e-03	1.113046e-03	1.113046e-03	1.113046e-03	1.113046e-03	1.787355e-03	1.787355e-03	7.508512e-04	7.508512e-04	
8.735175e-01	5.000000e+00	1.679858e-03	1.679858e-03	1.679858e-03	1.679858e-03	1.679858e-03	1.679858e-03	2.643934e-03	2.643934e-03	1.152057e-03	1.152057e-03	
8.566636e-01	5.000000e+00	2.513185e-03	2.513185e-03	2.513185e-03	2.513185e-03	2.513185e-03	2.513185e-03	3.877366e-03	3.877366e-03	1.752025e-03	1.752025e-03	
8.379804e-01	5.000000e+00	3.723404e-03	3.723404e-03	3.723404e-03	3.723404e-03	3.723404e-03	3.723404e-03	5.631807e-03	5.631807e-03	2.638269e-03	2.638269e-03	
8.173810e-01	5.000000e+00	5.457174e-03	5.457174e-03	5.457174e-03	5.457174e-03	5.457174e-03	5.457174e-03	8.093539e-03	8.093539e-03	3.929637e-03	3.929637e-03	
7.948040e-01	5.000000e+00	7.903810e-03	7.903810e-03	7.903810e-03	7.903810e-03	7.903810e-03	7.903810e-03	1.149597e-02	1.149597e-02	5.783128e-03	5.783128e-03	
7.702205e-01	5.000000e+00	1.129963e-02	1.129963e-02	1.129963e-02	1.129963e-02	1.129963e-02	1.129963e-02	1.612115e-02	1.612115e-02	8.399655e-03	8.399655e-03	
7.436416e-01	5.000000e+00	1.592824e-02	1.592824e-02	1.592824e-02	1.592824e-02	1.592824e-02	1.592824e-02	2.229534e-02	2.229534e-02	1.202700e-02	1.202700e-02	
7.151255e-01	5.000000e+00	2.211429e-02	2.211429e-02	2.211429e-02	2.211429e-02	2.211429e-02	2.211429e-02	3.037633e-02	3.037633e-02	1.695778e-02	1.695778e-02	
